longitude,latitude,class,country,CountryName,year
105.0118723,8.595748282,0,4,Vietnam,2013
109.3591724,12.78658224,0,4,Vietnam,2013
106.23355,11.46008437,0,4,Vietnam,2013
108.6831861,11.18129498,0,4,Vietnam,2013
107.7892081,10.65069584,0,4,Vietnam,2013
108.0641863,12.2604797,0,4,Vietnam,2013
105.2062413,8.721653165,0,4,Vietnam,2013
108.6271448,15.4530678,0,4,Vietnam,2013
108.0539419,21.49200558,0,4,Vietnam,2013
105.8093826,10.01667482,0,4,Vietnam,2013
109.2280188,13.70838585,0,4,Vietnam,2013
108.7493146,11.23525422,0,4,Vietnam,2013
107.1889303,11.18129498,0,4,Vietnam,2013
108.2322358,13.6364402,0,4,Vietnam,2013
105.3499047,8.843061445,0,4,Vietnam,2013
108.1859439,16.19051068,0,4,Vietnam,2013
107.491672,16.60419816,0,4,Vietnam,2013
107.8920983,10.69566186,0,4,Vietnam,2013
108.7737725,11.27572365,0,4,Vietnam,2013
104.5227606,10.32694042,0,4,Vietnam,2013
107.8740178,10.70915167,0,4,Vietnam,2013
107.1043393,21.01086906,0,4,Vietnam,2013
109.3200468,13.12832407,0,4,Vietnam,2013
107.2639323,11.18579159,0,4,Vietnam,2013
106.0393167,18.3398869,0,4,Vietnam,2013
105.1262558,10.82156675,0,4,Vietnam,2013
107.8399176,14.2434816,0,4,Vietnam,2013
108.5398304,15.62393871,0,4,Vietnam,2013
104.9833411,8.591251679,0,4,Vietnam,2013
108.1351878,16.2174903,0,4,Vietnam,2013
104.7129098,21.0693249,0,4,Vietnam,2013
106.4667278,17.8902266,0,4,Vietnam,2013
105.1326502,20.7680525,0,4,Vietnam,2013
109.3662611,12.81356186,0,4,Vietnam,2013
105.8388475,21.08731131,0,4,Vietnam,2013
108.262937,16.09158542,0,4,Vietnam,2013
105.4742668,9.067891593,0,4,Vietnam,2013
105.3978776,8.946483313,0,4,Vietnam,2013
105.3408033,8.843061445,0,4,Vietnam,2013
107.7241519,16.48278988,0,4,Vietnam,2013
108.4457151,15.7543402,0,4,Vietnam,2013
105.6479903,19.07283318,0,4,Vietnam,2013
108.1078598,16.24446992,0,4,Vietnam,2013
107.8082335,16.32990538,0,4,Vietnam,2013
105.8929851,9.265742123,0,4,Vietnam,2013
107.3556529,10.45734191,0,4,Vietnam,2013
106.5956465,17.53499497,0,4,Vietnam,2013
109.2042989,12.59772492,0,4,Vietnam,2013
105.6440156,19.47303085,0,4,Vietnam,2013
107.183432,16.92345697,0,4,Vietnam,2013
108.9736208,14.89548903,0,4,Vietnam,2013
108.3726554,11.02391388,0,4,Vietnam,2013
109.3972472,12.71463659,0,4,Vietnam,2013
105.5726795,10.76311091,0,4,Vietnam,2013
108.4162387,15.81279603,0,4,Vietnam,2013
109.1700659,12.10759519,0,4,Vietnam,2013
105.0823079,9.985198597,0,4,Vietnam,2013
107.658966,10.60572981,0,4,Vietnam,2013
108.2907729,15.97917034,0,4,Vietnam,2013
109.2998783,13.80281451,0,4,Vietnam,2013
108.6249968,15.48454402,0,4,Vietnam,2013
108.6226355,15.48004742,0,4,Vietnam,2013
109.4423093,12.93497014,0,4,Vietnam,2013
107.1684609,16.95493319,0,4,Vietnam,2013
108.1372393,16.11856504,0,4,Vietnam,2013
105.578832,10.76760751,0,4,Vietnam,2013
106.2853566,11.36565571,0,4,Vietnam,2013
107.909027,10.70465507,0,4,Vietnam,2013
108.0535286,16.30742236,0,4,Vietnam,2013
105.86263,19.7113508,0,4,Vietnam,2013
109.2555967,13.37563723,0,4,Vietnam,2013
105.4298334,9.009435754,0,4,Vietnam,2013
109.1751515,12.40886759,0,4,Vietnam,2013
107.8886775,12.75510602,0,4,Vietnam,2013
109.1678286,12.4133642,0,4,Vietnam,2013
108.5744406,15.58346928,0,4,Vietnam,2013
105.2734381,10.87552598,0,4,Vietnam,2013
108.8947358,15.26870708,0,4,Vietnam,2013
105.3159277,22.52622426,0,4,Vietnam,2013
105.6927718,19.09081959,0,4,Vietnam,2013
107.2268457,11.22176441,0,4,Vietnam,2013
107.7737762,16.35238839,0,4,Vietnam,2013
108.0331175,21.49650218,0,4,Vietnam,2013
105.4174218,8.982456137,0,4,Vietnam,2013
109.2476144,13.9377126,0,4,Vietnam,2013
109.2149973,11.71639074,0,4,Vietnam,2013
107.5684217,10.55626717,0,4,Vietnam,2013
104.9577167,21.80676778,0,4,Vietnam,2013
105.0871484,8.879034269,0,4,Vietnam,2013
107.8463373,10.69566186,0,4,Vietnam,2013
109.4076719,12.7281264,0,4,Vietnam,2013
106.3625526,11.38813872,0,4,Vietnam,2013
107.8813473,10.69116526,0,4,Vietnam,2013
107.1268438,11.24874403,0,4,Vietnam,2013
105.1107801,8.640714312,0,4,Vietnam,2013
107.0551549,11.84229562,0,4,Vietnam,2013
107.3493569,10.42586569,0,4,Vietnam,2013
104.9834795,21.80227118,0,4,Vietnam,2013
109.4154541,12.86302449,0,4,Vietnam,2013
107.8632646,10.70465507,0,4,Vietnam,2013
108.2852645,16.14104805,0,4,Vietnam,2013
105.2507899,8.766619195,0,4,Vietnam,2013
107.2806365,10.39888607,0,4,Vietnam,2013
105.1036817,10.84854637,0,4,Vietnam,2013
109.3299247,13.44758288,0,4,Vietnam,2013
105.2069935,8.708163356,0,4,Vietnam,2013
104.8261477,9.324197962,0,4,Vietnam,2013
105.4044476,9.000442549,0,4,Vietnam,2013
103.630238,21.6853595,0,4,Vietnam,2013
109.3977221,12.73711961,0,4,Vietnam,2013
107.8994806,11.85128883,0,4,Vietnam,2013
106.2398287,11.46458097,0,4,Vietnam,2013
107.1976715,11.21726781,0,4,Vietnam,2013
105.2449668,8.762122592,0,4,Vietnam,2013
106.8874946,20.94342001,0,4,Vietnam,2013
107.0754076,11.78833638,0,4,Vietnam,2013
108.7598108,15.39461196,0,4,Vietnam,2013
106.8858979,20.96140643,0,4,Vietnam,2013
108.4390393,15.77682321,0,4,Vietnam,2013
107.9409624,13.04738521,0,4,Vietnam,2013
107.0566555,11.09585953,0,4,Vietnam,2013
106.4559114,10.05264764,0,4,Vietnam,2013
106.0480119,18.33089369,0,4,Vietnam,2013
107.0651356,11.79732959,0,4,Vietnam,2013
108.2484595,16.07359901,0,4,Vietnam,2013
108.1238634,16.23098011,0,4,Vietnam,2013
105.1028986,9.935735964,0,4,Vietnam,2013
105.1352612,10.80807694,0,4,Vietnam,2013
107.3894336,16.74808945,0,4,Vietnam,2013
107.7999708,16.3658782,0,4,Vietnam,2013
105.3336817,8.834068239,0,4,Vietnam,2013
109.0199195,11.52303681,0,4,Vietnam,2013
107.1714158,11.2082746,0,4,Vietnam,2013
106.9292267,20.90744719,0,4,Vietnam,2013
106.1487298,10.21452535,0,4,Vietnam,2013
107.1185567,17.04036864,0,4,Vietnam,2013
108.260267,16.07809561,0,4,Vietnam,2013
109.030728,14.79656377,0,4,Vietnam,2013
105.392887,10.78559392,0,4,Vietnam,2013
103.6688857,21.63140027,0,4,Vietnam,2013
105.924545,10.28197439,0,4,Vietnam,2013
107.8154744,10.67317885,0,4,Vietnam,2013
105.2204219,8.883530872,0,4,Vietnam,2013
109.2336496,12.02665634,0,4,Vietnam,2013
109.3028684,13.83878733,0,4,Vietnam,2013
106.3211702,11.33867609,0,4,Vietnam,2013
107.1024781,11.09585953,0,4,Vietnam,2013
109.2033009,11.69840433,0,4,Vietnam,2013
106.3078476,11.3521659,0,4,Vietnam,2013
107.1601711,11.19028819,0,4,Vietnam,2013
105.1418342,8.654204121,0,4,Vietnam,2013
105.1428418,10.80358034,0,4,Vietnam,2013
105.8882573,19.77879985,0,4,Vietnam,2013
108.151963,16.23098011,0,4,Vietnam,2013
107.1985058,11.19478479,0,4,Vietnam,2013
105.4154861,8.991449343,0,4,Vietnam,2013
105.1812229,8.681183738,0,4,Vietnam,2013
109.4543148,12.8675211,0,4,Vietnam,2013
105.2009456,8.735142974,0,4,Vietnam,2013
108.0580447,16.2219869,0,4,Vietnam,2013
108.0262792,10.77660072,0,4,Vietnam,2013
105.4529702,21.19522978,0,4,Vietnam,2013
106.4904613,9.54902811,0,4,Vietnam,2013
105.4435866,9.040911975,0,4,Vietnam,2013
106.3714384,11.42411154,0,4,Vietnam,2013
107.9183287,11.32968288,0,4,Vietnam,2013
107.0960834,11.14082556,0,4,Vietnam,2013
108.1117731,16.2174903,0,4,Vietnam,2013
106.140846,10.286471,0,4,Vietnam,2013
109.12775,14.38287629,0,4,Vietnam,2013
108.5812388,15.56098627,0,4,Vietnam,2013
108.0701336,16.23547671,0,4,Vietnam,2013
106.5478437,9.872783523,0,4,Vietnam,2013
105.065639,8.609238091,0,4,Vietnam,2013
107.1872679,11.17679838,0,4,Vietnam,2013
107.4136366,10.46633511,0,4,Vietnam,2013
107.8598483,10.68217206,0,4,Vietnam,2013
109.2653695,11.92323447,0,4,Vietnam,2013
108.6040285,15.48904062,0,4,Vietnam,2013
109.238924,13.72187566,0,4,Vietnam,2013
106.7716877,10.7496211,0,4,Vietnam,2013
108.3156655,15.93870092,0,4,Vietnam,2013
109.2936302,12.74161621,0,4,Vietnam,2013
103.665665,21.64039347,0,4,Vietnam,2013
109.4339035,12.86302449,0,4,Vietnam,2013
109.014008,14.82803999,0,4,Vietnam,2013
105.3829304,8.910510489,0,4,Vietnam,2013
108.1095583,16.2219869,0,4,Vietnam,2013
107.6991503,16.50527289,0,4,Vietnam,2013
106.2862556,11.39263532,0,4,Vietnam,2013
108.8900066,11.31619307,0,4,Vietnam,2013
107.496278,16.66265399,0,4,Vietnam,2013
105.0022683,21.76180175,0,4,Vietnam,2013
108.1178613,10.91599541,0,4,Vietnam,2013
109.230884,13.84328394,0,4,Vietnam,2013
106.7500126,10.72713809,0,4,Vietnam,2013
105.1589762,8.69917015,0,4,Vietnam,2013
106.3567425,11.39713193,0,4,Vietnam,2013
108.4971558,11.10035613,0,4,Vietnam,2013
105.6880134,19.09081959,0,4,Vietnam,2013
104.9126077,9.369163991,1,4,Vietnam,2013
106.7896015,20.93442681,1,4,Vietnam,2013
109.2919016,13.82529753,1,4,Vietnam,2013
104.8684248,21.96864549,1,4,Vietnam,2013
109.0051415,11.62645868,1,4,Vietnam,2013
106.3471006,18.11505675,1,4,Vietnam,2013
109.064553,14.71562491,1,4,Vietnam,2013
104.870733,21.91918286,1,4,Vietnam,2013
105.9495829,19.91369794,1,4,Vietnam,2013
106.3306696,21.18173997,1,4,Vietnam,2013
109.2024142,12.01766314,1,4,Vietnam,2013
104.9427195,21.87871343,1,4,Vietnam,2013
106.7176991,10.05714424,1,4,Vietnam,2013
105.8363961,9.319701359,1,4,Vietnam,2013
106.0457316,19.98564358,1,4,Vietnam,2013
105.9248226,18.43881216,1,4,Vietnam,2013
106.7919884,10.94747163,1,4,Vietnam,2013
106.5523669,9.629966963,1,4,Vietnam,2013
105.3343118,22.49924464,1,4,Vietnam,2013
106.3813611,11.40162853,1,4,Vietnam,2013
107.0449018,21.00187585,1,4,Vietnam,2013
108.5831197,15.50253043,1,4,Vietnam,2013
109.2998847,12.35490836,1,4,Vietnam,2013
109.2251161,13.46107269,1,4,Vietnam,2013
107.7282187,16.46480346,1,4,Vietnam,2013
107.7535459,16.45131366,1,4,Vietnam,2013
104.8645965,21.93716927,1,4,Vietnam,2013
106.0879127,10.54727397,1,4,Vietnam,2013
107.5260211,16.58171514,1,4,Vietnam,2013
104.9147449,21.84723721,1,4,Vietnam,2013
105.022656,21.71683572,1,4,Vietnam,2013
106.1999676,10.64619923,1,4,Vietnam,2013
105.1728786,8.955476519,1,4,Vietnam,2013
109.2242544,13.88824997,1,4,Vietnam,2013
109.2027537,12.28745931,1,4,Vietnam,2013
105.2763747,9.647953375,1,4,Vietnam,2013
106.3451066,20.9254336,1,4,Vietnam,2013
104.8666349,21.95965228,1,4,Vietnam,2013
105.2447553,19.91819454,1,4,Vietnam,2013
106.7140719,10.1425797,1,4,Vietnam,2013
106.3498698,20.93892341,1,4,Vietnam,2013
107.6013178,16.45581026,1,4,Vietnam,2013
106.7278515,10.12908989,1,4,Vietnam,2013
107.2217367,21.04684188,1,4,Vietnam,2013
106.2125867,20.47577331,1,4,Vietnam,2013
105.6588039,21.25368562,1,4,Vietnam,2013
103.7760743,21.9866319,1,4,Vietnam,2013
104.9195894,21.84723721,1,4,Vietnam,2013
107.1972612,20.95241322,1,4,Vietnam,2013
106.3594546,20.95241322,1,4,Vietnam,2013
106.2217021,11.11834254,1,4,Vietnam,2013
105.7770669,20.7680525,1,4,Vietnam,2013
105.7466505,19.60792893,1,4,Vietnam,2013
105.1074857,8.645210915,1,4,Vietnam,2013
105.6425771,9.220776094,1,4,Vietnam,2013
107.8852323,11.30270326,2,4,Vietnam,2013
108.0553124,12.10309859,2,4,Vietnam,2013
103.0972791,22.00012171,2,4,Vietnam,2013
105.5516267,21.58643424,2,4,Vietnam,2013
104.926864,18.85699624,2,4,Vietnam,2013
104.5618251,21.77529156,2,4,Vietnam,2013
107.8270273,15.38561875,2,4,Vietnam,2013
105.6312053,21.73482213,2,4,Vietnam,2013
102.7397403,21.71233912,2,4,Vietnam,2013
104.6091258,22.2924009,2,4,Vietnam,2013
104.892626,20.47577331,2,4,Vietnam,2013
106.4722794,17.32365463,2,4,Vietnam,2013
108.0846124,14.49079476,2,4,Vietnam,2013
107.3586182,11.72538394,2,4,Vietnam,2013
105.18183,19.33363615,2,4,Vietnam,2013
108.4590589,14.65716907,2,4,Vietnam,2013
105.6907693,20.56120876,2,4,Vietnam,2013
108.7351348,13.66341982,2,4,Vietnam,2013
106.3396371,17.66089985,2,4,Vietnam,2013
102.4289337,22.51273445,2,4,Vietnam,2013
105.0245439,18.88397586,2,4,Vietnam,2013
102.3625812,22.52172765,2,4,Vietnam,2013
107.3503931,21.2312026,2,4,Vietnam,2013
105.338851,22.04059114,2,4,Vietnam,2013
108.7479729,14.21200538,2,4,Vietnam,2013
108.4431276,13.90173978,2,4,Vietnam,2013
103.3657076,21.66737309,2,4,Vietnam,2013
102.9840968,21.09180791,2,4,Vietnam,2013
104.1102901,21.95965228,2,4,Vietnam,2013
107.7716359,12.69665018,2,4,Vietnam,2013
104.8459174,19.63940515,2,4,Vietnam,2013
107.4001141,11.32968288,2,4,Vietnam,2013
104.9143633,18.77605739,2,4,Vietnam,2013
105.2153611,21.11878753,2,4,Vietnam,2013
104.9442509,19.83275908,2,4,Vietnam,2013
108.6285557,11.90524806,2,4,Vietnam,2013
103.3962305,20.97039963,2,4,Vietnam,2013
106.8754989,21.16825016,2,4,Vietnam,2013
108.9188493,14.67515549,2,4,Vietnam,2013
107.7533896,16.00614996,2,4,Vietnam,2013
106.2812844,17.70586588,2,4,Vietnam,2013
103.1819816,21.38858371,2,4,Vietnam,2013
108.1189573,12.06712577,2,4,Vietnam,2013
105.0962728,20.07557564,2,4,Vietnam,2013
108.0200787,12.00417333,2,4,Vietnam,2013
102.9567336,22.01361152,2,4,Vietnam,2013
106.4404383,22.52622426,2,4,Vietnam,2013
105.8274613,20.52973254,2,4,Vietnam,2013
104.1846453,21.8292508,2,4,Vietnam,2013
104.1652901,21.5279784,2,4,Vietnam,2013
104.8728542,22.09904697,2,4,Vietnam,2013
106.5474035,16.99540261,2,4,Vietnam,2013
107.2297417,11.84229562,2,4,Vietnam,2013
109.0869509,14.43233893,2,4,Vietnam,2013
105.3958104,22.53521746,2,4,Vietnam,2013
106.0305848,22.26991789,2,4,Vietnam,2013
105.7961583,17.99364847,2,4,Vietnam,2013
104.9123324,21.9821353,2,4,Vietnam,2013
105.097704,21.19073318,2,4,Vietnam,2013
105.497761,18.20498881,2,4,Vietnam,2013
107.3627269,11.92323447,2,4,Vietnam,2013
106.2014341,21.89669984,2,4,Vietnam,2013
109.0019629,13.73986207,2,4,Vietnam,2013
105.486801,21.15476035,2,4,Vietnam,2013
104.2474477,21.48750897,2,4,Vietnam,2013
102.6152157,21.88321003,2,4,Vietnam,2013
107.5727242,11.44659456,2,4,Vietnam,2013
108.6453546,11.87826844,2,4,Vietnam,2013
105.7991568,22.69259857,2,4,Vietnam,2013
102.7079102,22.50823784,2,4,Vietnam,2013
107.7404535,14.12207332,2,4,Vietnam,2013
107.2370399,21.29415504,2,4,Vietnam,2013
103.3274238,21.33462447,2,4,Vietnam,2013
107.2413743,11.99967672,2,4,Vietnam,2013
107.8199706,15.78131981,2,4,Vietnam,2013
106.9557374,11.34317269,2,4,Vietnam,2013
105.7478499,20.06208583,2,4,Vietnam,2013
108.6320043,14.61220304,2,4,Vietnam,2013
108.4947476,14.86850941,2,4,Vietnam,2013
106.9355351,11.23975082,2,4,Vietnam,2013
104.1128412,22.02260472,2,4,Vietnam,2013
105.2493642,20.21047373,2,4,Vietnam,2013
106.6377622,21.95515568,2,4,Vietnam,2013
109.012598,13.23624254,2,4,Vietnam,2013
104.755072,18.9469283,2,4,Vietnam,2013
105.5848516,18.16901599,2,4,Vietnam,2013
108.4980936,14.57623022,2,4,Vietnam,2013
108.3104342,12.39987439,2,4,Vietnam,2013
104.6926125,19.26169051,2,4,Vietnam,2013
108.4313342,12.20202386,2,4,Vietnam,2013
105.0052344,20.81301853,2,4,Vietnam,2013
105.7089287,17.75982512,2,4,Vietnam,2013
107.1959564,10.98794106,2,4,Vietnam,2013
104.9758598,22.90843551,2,4,Vietnam,2013
107.874107,15.56548287,2,4,Vietnam,2013
108.6189023,12.39987439,2,4,Vietnam,2013
108.5844474,14.18052916,2,4,Vietnam,2013
103.2703574,21.26717543,2,4,Vietnam,2013
104.6401072,20.87597097,2,4,Vietnam,2013
105.0917192,20.64664422,2,4,Vietnam,2013
105.5970767,22.08106056,2,4,Vietnam,2013
